source_key	jambu_id	id_basis	headword	gloss	tags	accent_type	turner	first_proto_form	proto_accent_nucleus	proto_nuclei	etymology	inflection
liljegren-LX000144	f_qkjlhsqgewahc	source-key alias	angreéz	Englishman, British; foreigner	noun m Palula-noun-class-aan loanword loan:Urdu	second-mora		Origin:		2	Origin: Urdu: angrez	Inflection: aan-decl (Obl): -á, (Pl): -aán
liljegren-LX000145	f_dtuf2rrevi77e	source-key alias	angúṛi	finger; toe	noun f Palula-noun-class-m	short-or-diphthong				0		Inflection: m-decl (Pl): -m
liljegren-LX000146	f_lwdfgoetesezo	source-key alias	angúṛu	thumb; big toe	noun m Palula-noun-class-a	short-or-diphthong	135	*an̆gūḍi-		3	*an̆gūḍi- 'finger, toe (fem)' (T: 135)	Inflection: a-decl (Obl, pl): angúṛa
liljegren-LX000147	f_fxc4jvkdcb5rq	source-key alias	anguštéeri	ring	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m
liljegren-LX000148			angúṭ	fireplace	noun f Palula-noun-class-i	short-or-diphthong	65	agniṣṭhá-	3	3	agniṣṭhá- 'fire-pan (m)' (T: 65)	Inflection: i-decl (Obl, pl): -í
liljegren-LX000149	f_zynjr5ygunikm	source-key alias	anguṭí	chimney	noun f Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Pl): -á
liljegren-LX000150	f_g3otitvt6nhqg	source-key alias	aṇabhiíš	nineteen	num	second-mora	2411	ūnavim̆śati-		5	ūnavim̆śati- '19 (fem)' (T: 2411)	
liljegren-LX000151	f_2y7dfgfwvdj2a	source-key alias	aṇabhišúma	nineteenth	determiner	short-or-diphthong				0		
liljegren-LX000152	f_qgatkn4wb5ddm	source-key alias	apreešán	operation (surgical)	noun f Palula-noun-class-i loanword loan:English loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (English 'operation')	Inflection: i-decl (Obl, pl): -í
liljegren-LX000153	f_p6zehm4yq7dig	source-key alias	aqalmánd	wise	adj indecl loanword loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian): aql-mand	
liljegren-LX000154	f_pqodpztxziw4s	source-key alias	aqalmandí	wisdom	noun f loanword loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian): aql-mandii	
liljegren-LX000155	f_nz5i6tqqmgokc	source-key alias	arabistaán	Arabia	noun f proper-noun Palula-noun-class-i loanword loan:Persian	second-mora		Origin:		2	Origin: Persian: arabistaan	Inflection: i-decl (Obl): arabisteení
liljegren-LX000156	f_vgj5nvlo6fxmu	source-key alias	-aṛ	Second person singular suffix	suffix	implicit-short				0		Morphemic form: -eṛ; Restriction: Added to verb stem in Future and Past Imperfective
liljegren-LX000157	f_rfbw4q42hwemc	source-key alias	aṛanaám	these; them (dist acc)	pron demonstrative	second-mora				0		
liljegren-LX000158	f_ojlzijtklv6pq	source-key alias	aṛás	it; him; her; that (dist acc)	pron demonstrative	short-or-diphthong				0		
liljegren-LX000159	f_rokzwgrou6ddi	source-key alias	aṛasíi	its; her; his (dist)	pron demonstrative	first-mora				0		
liljegren-LX000160	f_cqso4hmzrxpie	source-key alias	aṛé	that (agr: dist fem / dist masc non-nom)	determiner demonstrative	short-or-diphthong				0		
liljegren-LX000161	f_cqso4hmzrxpie	unique cited original and full etymology	aṛé	those (agr: dist)	determiner demonstrative	short-or-diphthong				0		
liljegren-LX000162	f_cqso4hmzrxpie	unique cited original and full etymology	aṛé	it, she (dist fem nom)	pron demonstrative	short-or-diphthong				0		
liljegren-LX000163	f_cqso4hmzrxpie	unique cited original and full etymology	aṛé	they (dist nom)	pron demonstrative	short-or-diphthong				0		
liljegren-LX000164	f_djxxro6kdsdcg	source-key alias	aṛíi	that thing (dist obl); it, she, he (dist obl); there (dist obl with postposition)	pron demonstrative	first-mora				0		
liljegren-LX000165	f_rj4tghgi24ez2	source-key alias	aṛó	that (agr: dist masc nom)	determiner demonstrative	short-or-diphthong				0		
liljegren-LX000166	f_rj4tghgi24ez2	unique cited original and full etymology	aṛó	it, that one; he (dist masc nom)	pron demonstrative	short-or-diphthong				0		
liljegren-LX000167	f_x2beydk7pbpiy	source-key alias	asaám	us (1pl acc)	pron personal	second-mora				0		
liljegren-LX000168	f_5h5qcdefv4vte	source-key alias	asár	affliction; effect	noun f Palula-noun-class-i loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): asar	Inflection: i-decl (Obl): -í; Usage: Primarily used as a non-verb element in complex predicates.
liljegren-LX000169	f_ehjol4aogrq6g	source-key alias	asár bhíi	to be afflicted	verb intr compound conjunct-verb non-incorporating	multiple				0		Usage: Fem agr with non-verb element; experiencer with ǰhulí
liljegren-LX000170	f_4cmm742d5zehq	source-key alias	asár thíi	to affect, harm; influence	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agr with non-verb element in pfv; postpositional object with the
liljegren-LX000171	f_g3gu5tlgefysw	source-key alias	asár wháida	to influence, affect	verb intr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agr with non-verb element; postpositional object with the
liljegren-LX000172	f_bpqozzkkmrudg	source-key alias	asíi	our (1pl gen)	pron personal	first-mora	986	asmad-		2	asmad- '1pl (base of oblique cases)' (T: 986)	
liljegren-LX000173	f_hkh6dnonwkqri	source-key alias	asím	we (1pl obl)	pron personal	short-or-diphthong				0		
liljegren-LX000174	f_dycazcca4blsi	source-key alias	askóon	easy	adj indecl loanword loan:Persian loan:Urdu	first-mora		Origin:		2	Origin: Urdu (Persian): aasaan	
liljegren-LX000175	f_6qole5rjlxuim	source-key alias	askóona ǰhulí	easily	multiword-expression	multiple				0		
liljegren-LX000176	f_eney54vl5xzuo	source-key alias	aslí	actual, original, real; in fact, actually	adj indecl loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): aslii	
liljegren-LX000177	f_ayccv6cs2rsao	source-key alias	ašáq	in love	adj indecl loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): išq	Usage: Primarily used as a non-verb element in complex predicates.
liljegren-LX000178	f_b6q7sbkyew2s4	source-key alias	ašáq bhíi	to fall in love	verb intr compound conjunct-verb incorporating	multiple				0		Restriction: Postpositional object with the
liljegren-LX000179	f_ybs6aeeygnipo	source-key alias	aṣṭaašúma	eighteenth	determiner	short-or-diphthong				0		
liljegren-LX000180	f_3bk7t5s4ypycs	source-key alias	aṣṭeé	all eight; the eight	num	second-mora				0		
liljegren-LX000181	f_cc4kwqzog2vbs	source-key alias	aṣṭóoš	eighteen	num	first-mora	946	aṣṭā́daśa	2	4	aṣṭā́daśa 'eighteen' (T: 946)	Morphemic form: aṣṭáaš
liljegren-LX000182	f_cmpwm3udisers	source-key alias	aṣṭúma	eighth	determiner	short-or-diphthong				0		
liljegren--at	f_4dkiw43zb5eas	source-key alias	-at	Second person plural suffix	suffix	implicit-short				0		Morphemic form: -et; Restriction: Added to verb stem in Future and Past Imperfective
liljegren-LX000183	f_qrlzfflxe3dee	source-key alias	atíitu	like that; that much	adj demonstrative	first-mora				0		Inflection: Reg (Fem): atíiti
liljegren-LX000184	f_ttne5vezlbnpc	source-key alias	atshareét	Ashret (valley and village)	noun m proper-noun Palula-noun-class-a	second-mora				0		Inflection: a-decl (Obl): -á
liljegren-LX000185	f_5ykbs2mbx2utw	source-key alias	atshareét xaás	Ashret proper; the main village in Ashret Valley where the police post, government high school, and the bazaar are located	multiword-expression	multiple				0		
liljegren-LX000186	f_rwocnam4sg7bo	source-key alias	atshareetaá	Ashreti (the language of Ashret)	noun m	second-mora				0		
liljegren-LX000187	f_xscsjsn3hqnwc	source-key alias	atsharíitu	from Ashret, of Ashret; person from Ashret	adj	first-mora				0		Inflection: Reg (Fem): atsharíiti
liljegren-LX000188	f_2lid5vzle4nli	source-key alias	aṭíi	to bring sth or sb; give birth	verb tr Palula-verb-class-L-e	first-mora	178	*aṭṭ-		1	*aṭṭ- 'contain, be contained, fit into' (T: 178)	Inflection: L:e (Prs): aṭáanu, (Pfv): aṭílu, (Cv): aṭí, (Imp): aṭá; Morphemic form: aṭé-
liljegren-LX000189	f_bggc24f7f6tyy	source-key alias	audás	ablution; urge	noun f Palula-noun-class-i loanword loan:Pashto	short-or-diphthong		Origin:		2	Origin: Pashto: aw-das	Inflection: i-decl (Obl): -í
liljegren-LX000190	f_m46wwibwsybp2	source-key alias	audás phooṭóo	to urinate	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agr with non-verb element in pfv
liljegren-LX000191	f_5ov65pcvkgntw	source-key alias	audás yhíi	to feel an urge (to urinate)	verb intr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agr with non-verb element; experiencer in acc case
liljegren-LX000192	f_ul2wfsa5q2txy	source-key alias	aulaád	offspring, descendants	noun m Palula-noun-class-i loanword loan:Arabic loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Arabic): aulaad	Inflection: i-decl (Obl): auleedí; Usage: Usually with plural reference
liljegren-LX000193	f_4xoqeb3axeqck	source-key alias	-awá	Causative (or second/double causative) suffix	suffix	short-or-diphthong				0		Morphemic form: -á-á
liljegren-LX000194	f_3wf5ox4egqvss	source-key alias	awaagír	up high, at a high elevation	adv spatial	short-or-diphthong				0		
liljegren-LX000195	f_kh2ycm2w2hjw4	source-key alias	axpúl	relative	noun m Palula-noun-class-aan loanword loan:Pashto	short-or-diphthong		Origin:		2	Origin: Pashto: xpul	Inflection: a/aan-decl (Obl): -á, (Pl): -aán, -á
liljegren-LX000196	f_dm4nrm7nkzx74	source-key alias	axsaá	dirty	adj indecl loanword loan:Pashto	second-mora		Origin:		2	Origin: Pashto: xsaa	
liljegren-LX000197	f_rutny6bkq7wfk	source-key alias	axsí	a traditional game played between two teams that involves holding up one's right leg with one's left hand while fighting with one's right hand	noun f Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Pl): -á
liljegren-LX000198	f_qr4u32xskte6c	source-key alias	axsí ǰíi	to play the game of axsí	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agr with non-verb element in pfv
liljegren-LX000199	f_smszoejsrf4yq	source-key alias	axtár	Eid (Muslim holiday)	noun f Palula-noun-class-i loanword loan:Pashto	short-or-diphthong		Origin:		2	Origin: Pashto: axtar	Inflection: i-decl (Obl, pl): -í
liljegren-LX000200	f_cj4cd5rxyzpb6	source-key alias	azaáb	punishment (especially divine)	noun f Palula-noun-class-i loanword loan:Arabic loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Arabic): azaab	Inflection: i-decl (Obl): azeebí
liljegren-LX000201	f_n6doa6xuwscl4	source-key alias	azaáb díi	to punish	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agr with non-verb element in pfv; object in acc case or postpositional object with the
liljegren-LX000202	f_jxszvggnqjpti	source-key alias	ágar	if; supposing	conj loanword loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian): agar	
liljegren-ba	f_cc5wdzsc24c3u	source-key alias	ba	Marker with a (switch-)topic function (variously corresponding to 'and, however, instead, as for, but')	discourse-marker	implicit-short				0		
liljegren-LX000203	f_a7lxchtr3gljq	source-key alias	báabu	father	noun m Palula-noun-class-a Palula-noun-class-irregular	first-mora	9209	*bābba-		2	*bābba- 'father' (T: 9209)	Inflection: a-decl/irr (Obl, pl): báaba, (Pl): baabayeé
liljegren-LX000204	f_bwocc2f3jhzhu	source-key alias	baačaá	king	noun m Palula-noun-class-irregular loanword loan:Urdu	second-mora		Origin:		2	Origin: Urdu: baadšaa	Inflection: Irr (Pl): baačaán
liljegren-LX000205	f_aky6a3k57zyka	source-key alias	baačaí	rule; kingdom	noun f loanword loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian): baadšaahii	
liljegren-LX000206	f_3bd5cqlu4ii5c	source-key alias	baačaí thíi	to rule	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agr with non-verb element in pfv
liljegren-LX000207	f_oc5jexja474k4	source-key alias	baád	after	postp loanword loan:Arabic loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Arabic): baad	Restriction: With preceding genitive nominal argument or an ablative pro-form.
liljegren-LX000208	f_fupzx2r553ftq	source-key alias	báaḍa	to grow (up)	verb intr Palula-verb-class-L-consonant	first-mora	11376	várdatē	1	3	várdatē 'grows, increases' (T: 11376)	Inflection: L:cons (Prs): baḍáanu, (Pfv): baḍílu, (Cv): baḍí, (Imp): báaḍ; Morphemic form: báḍ-
liljegren-LX000209	f_cr6siw6xhsxug	source-key alias	baáɣ	garden	noun f Palula-noun-class-i loanword loan:Persian loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Persian): baaɣ	Inflection: i-decl (Obl, pl): beeɣí
liljegren-LX000210	f_ovev3xjhqf4so	source-key alias	baaǰá	harmonium (musical instrument)	noun m Palula-noun-class-ee	short-or-diphthong				0		Inflection: ee-decl (Pl): baaǰeé
liljegren-LX000211	f_z22wqjdnttk4k	source-key alias	baaláx	cushion, pillow	noun m Palula-noun-class-i loanword loan:Pashto	short-or-diphthong		Origin:		2	Origin: Pashto: baalixt	Inflection: i-decl (Obl, pl): -í
liljegren-LX000212	f_t6i55up2lzjm4	source-key alias	baalbáč	children; family	noun m Palula-noun-class-i	short-or-diphthong				0		Inflection: i-decl (Obl): -í; Restriction: With plural reference
liljegren-LX000213	f_z77fm2lvszjmy	source-key alias	baalṭí	bucket	noun f Palula-noun-class-a loanword loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu: baalṭii	Inflection: a-decl (Pl): -á
liljegren-LX000214	f_pndbmh3t3uoj4	source-key alias	baándi	by (means of); according to; with; to; on	postp loanword loan:Pashto	second-mora		Origin:		2	Origin: Pashto: baandi	Restriction: With preceding oblique nominal argument or an accusative pro-form.
liljegren-LX000215	f_k5zdwbaqcuxhi	source-key alias	baaqaáida	regular	adj indecl loanword loan:Urdu	second-mora		Origin:		2	Origin: Urdu	
liljegren-LX000216	f_hkngbpauz52h2	source-key alias	baaqimaandá	additional; remaining	adj indecl loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): baaqii-maanda	
liljegren-LX000217	f_g7b3fj3m6v3dm	source-key alias	baaráki	about	postp	short-or-diphthong				0		Restriction: With preceding genitive argument.
liljegren-LX000218	f_ih5ynzmtvouwu	source-key alias	baás díi	to spend the night; stay over night	verb tr compound conjunct-verb incorporating	multiple				0		Usage: The non-verb element baás is occasionally used alone, without díi, with verbal meaning.
liljegren-LX000219	f_uavepkyk3lx76	source-key alias	baasanháaṛu	late spring or early summer; a (40-day) period during which some trees bear fruit (e.g. apricots) and the wheat harvest is gathered (appr. 11 May-20 Jun)	noun m	first-mora				0		
liljegren-LX000220	f_mg5kcrdxe2t2q	source-key alias	baasóo	to give shelter, accomodate, have sb stay (overnight)	verb tr Palula-verb-class-L-a	first-mora				0		Inflection: L:a (Prs): baasaáanu, (Pfv): baasóolu, (Cv): baasaá, (Imp): baasá; Morphemic form: baas-á-
liljegren-LX000221	f_moit2arih7gky	source-key alias	baastaár	bedding	noun f Palula-noun-class-i loanword loan:Persian loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Persian): bistar	Inflection: i-decl (Obl, pl): -í
liljegren-LX000222	f_makll44h2ro7e	source-key alias	baašúma	twelfth	determiner	short-or-diphthong				0		
liljegren-LX000223	f_faznsewj7ozfc	source-key alias	báaṣ	rain	noun m Palula-noun-class-a	first-mora	11392	varṣá-	2	2	varṣá- 'rain' (T: 11392)	Inflection: a-decl (Obl): baṣá; Morphemic form: baṣ
liljegren-LX000224	f_mtvkqvmfjly4w	source-key alias	baát	word; talk; issue, matter; speech, language	noun f Palula-noun-class-i	second-mora	11564	vārttā-		2	vārttā- 'livelihood, business; tidings' (T: 11564)	Inflection: i-decl (Obl, pl): beetí
liljegren-LX000225	f_hqsm35s4i4ctk	source-key alias	baát díi	to say, talk about, tell	verb tr compound conjunct-verb non-incorporating	multiple				0		
liljegren-LX000226	f_gd3dlwrwhiiu4	source-key alias	báatru	wooden water lock (for irrigation)	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): báatra
liljegren-LX000227	f_vvaoocqomdriy	source-key alias	báaṭ	stone, rock	noun m Palula-noun-class-a	first-mora	11348	*varta-		2	*varta- 'round stone' (T: 11348)	Inflection: a-decl (Obl, pl): baṭá; Morphemic form: baṭ
liljegren-LX000228	f_76mwqxiya3vto	source-key alias	báaṭa	to fit; get in	verb intr Palula-verb-class-L-consonant	first-mora				0		Inflection: L:cons (Prs): baṭáanu, (Pfv): baṭílu, (Cv): baṭí; Morphemic form: báṭ-
liljegren-LX000229	f_vmomyxbwiirvw	source-key alias	baaugáaṛu	shoulder	noun m Palula-noun-class-a	first-mora	9229	bāhu-		2	bāhu- 'arm (m)' (T: 9229) ; gāḍha- 'dived into; pressed together, thick, firm' (T: 4118)	Inflection: a-decl (Obl, pl): baaugáaṛa
liljegren-LX000230	f_eqir5hqbmfzz2	source-key alias	baázi	some; a few	determiner loanword loan:Arabic loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Arabic): bazii	
liljegren-LX000231	f_xigil7txv5xjq	source-key alias	baazóor	bazaar, market	noun m Palula-noun-class-a loanword loan:Persian loan:Urdu	first-mora		Origin:		2	Origin: Urdu (Persian): baazaar	Inflection: a-decl (Obl, pl): -a
liljegren-LX000232	f_53xutm2haiama	source-key alias	baaẓgalá	steam	noun m	short-or-diphthong				0		
liljegren-LX000233	f_gvckqnihomlgs	source-key alias	baa~ílu	made of oak	adj	short-or-diphthong				0		Inflection: Reg (Fem): baa~íli; Morphemic form: baa~íl-
liljegren-LX000234	f_l6qmicfapcklw	source-key alias	babaáy	apple	noun f Palula-noun-class-i	second-mora	9387	*bhabbā-		2	*bhabbā- 'apple' (T: 9387)	Inflection: i-decl (Obl, pl): babayí; Morphemic form: babá-i
liljegren-LX000235	f_yvs47czdv4jj4	source-key alias	baboózi	hand fan	noun f Palula-noun-class-m	second-mora				0		Inflection: m-decl (Pl): -m
liljegren-LX000236	f_dqcpwn6aiyw3w	source-key alias	bač	safe	adj indecl loanword loan:Urdu	implicit-short		Origin:		2	Origin: Urdu: bačnaa	Usage: Primarily used as a non-verb element in complex predicates.
liljegren-LX000237	f_lrpxvn2jcar42	source-key alias	bač bhíi	to escape	verb intr compound conjunct-verb incorporating	first-mora				0		
liljegren-LX000238	f_y4dc5swov6siy	source-key alias	bač thíi	to save; keep away	verb tr compound conjunct-verb incorporating	first-mora				0		
liljegren-LX000239	f_zy2lltirx2izw	source-key alias	bac̣húuṛi	young female calf	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m
